Molecule_Name,CYP2D6_is_TDI,CYP2D6_TDI,CYP2D6_direct,CYP3A4_is_TDI,CYP3A4_TDI,CYP3A4_direct
OCNT-2308918,,,,,,
OCNT-2308924,False,3.078,2.045,,,
OCNT-2308925,,,,,,
OCNT-2308929,,,,,,
OCNT-2308938,,,,False,3.728,3.691
OCNT-2308941,False,4.282,2.197,,,
OCNT-2308944,,,,,,
OCNT-2308945,True,4.393,2.707,,,
OCNT-2308947,,,,,,
OCNT-2308949,,,,,,
OCNT-2308951,,,,False,4.061,3.48
OCNT-2308952,False,4.785,4.806,,,
OCNT-2308953,,,,False,3.83,3.294
OCNT-2308954,False,4.852,4.597,,,
OCNT-2308958,,,,,,
OCNT-2308961,,,,,,
OCNT-2308964,,,,False,5.011,4.79
OCNT-2308965,,,,False,2.31,2.054
OCNT-2308967,,,,True,5.315,4.808
OCNT-2308968,False,5.226,5.033,,,
OCNT-2308971,False,3.903,3.764,,,
OCNT-2308972,,,,False,2.746,3.031
OCNT-2308975,,,,True,4.408,3.796
OCNT-2308982,False,5.283,5.201,True,5.132,4.282
OCNT-2308989,,,,,,
OCNT-2308995,,,,,,
OCNT-2308997,,,,False,5.756,5.47
OCNT-2308998,False,4.056,3.938,,,
OCNT-2309000,False,4.736,4.672,True,4.506,3.737
OCNT-2309001,,,,False,4.178,3.578
OCNT-2309003,False,2.092,2.221,,,
OCNT-2309004,,,,,,
OCNT-2309005,,,,True,4.318,3.867
OCNT-2309012,,,,False,2.211,2.227
OCNT-2309014,False,5.874,5.68,False,4.479,4.337
OCNT-2309016,,,,False,2.24,2.547
OCNT-2309019,,,,False,5.163,4.97
OCNT-2309022,,,,,,
OCNT-2309024,,,,False,2.502,2.18
OCNT-2309025,,,,False,4.015,3.914
OCNT-2309026,,,,,,
OCNT-2309028,,,,False,4.227,3.927
OCNT-2309034,,,,True,5.25,4.882
OCNT-2309038,,,,False,3.341,3.295
OCNT-2309039,,,,True,5.32,4.681
OCNT-2309040,,,,,,
OCNT-2309041,False,4.696,4.622,,,
OCNT-2309042,,,,False,2.962,3.292
OCNT-2309054,,,,True,5.06,4.735
OCNT-2309057,False,4.8,4.605,,,
OCNT-2309062,,,,True,7.452,6.651
OCNT-2309065,False,4.604,4.355,,,
OCNT-2309067,,,,,,
OCNT-2309070,,,,,,
OCNT-2309071,,,,,,
OCNT-2309075,,,,False,4.563,4.581
OCNT-2309077,,,,,,
OCNT-2309082,,,,,,
OCNT-2309084,False,2.12,1.963,,,
OCNT-2309093,,,,,,
OCNT-2309100,,,,,,
OCNT-2309101,False,4.505,4.352,,,
OCNT-2309102,,,,False,4.635,4.485
OCNT-2309109,False,6.498,6.391,,,
OCNT-2309110,,,,,,
OCNT-2309111,,,,False,4.052,3.623
OCNT-2309114,,,,True,5.14,4.453
OCNT-2309115,,,,True,5.307,4.382
OCNT-2309126,,,,,,
OCNT-2309130,,,,,,
OCNT-2309134,,,,False,2.055,2.029
OCNT-2309135,False,4.599,4.31,,,
OCNT-2309137,,,,False,2.003,2.644
OCNT-2309138,,,,,,
OCNT-2309139,False,6.114,6.003,,,
OCNT-2309149,False,5.329,5.259,,,
OCNT-2309151,,,,True,4.825,4.416
OCNT-2309155,,,,,,
OCNT-2309156,,,,False,2.215,2.024
OCNT-2309157,True,4.84,4.501,,,
OCNT-2309158,,,,False,4.367,4.094
OCNT-2309162,False,5.47,5.308,,,
OCNT-2309164,,,,True,4.486,4.061
OCNT-2309172,,,,,,
OCNT-2309173,,,,False,3.613,3.625
OCNT-2309174,False,4.449,4.518,,,
OCNT-2309175,,,,True,5.505,4.622
OCNT-2309176,,,,True,6.204,5.249
OCNT-2309177,,,,False,2.185,2.248
OCNT-2309179,False,5.35,5.209,,,
OCNT-2309181,True,5.832,5.498,,,
OCNT-2309184,,,,,,
OCNT-2309185,,,,True,4.442,3.937
OCNT-2309187,False,4.699,4.574,,,
OCNT-2309190,,,,False,2.318,2.211
OCNT-2309191,,,,True,4.568,4.188
OCNT-2309193,True,4.565,4.147,,,
OCNT-2309194,False,6.563,6.528,,,
OCNT-2309196,,,,True,5.77,5.44
OCNT-2309198,,,,,,
OCNT-2309200,,,,False,4.788,4.672
OCNT-2309204,,,,,,
OCNT-2309206,False,3.69,2.219,,,
OCNT-2309207,False,5.642,5.594,,,
OCNT-2309209,,,,True,4.717,4.248
OCNT-2309210,,,,,,
OCNT-2309214,False,5.219,5.034,,,
OCNT-2309221,,,,,,
OCNT-2309225,,,,True,4.739,4.222
OCNT-2309229,,,,,,
OCNT-2309232,,,,,,
OCNT-2309234,,,,False,4.277,3.837
OCNT-2309238,,,,False,4.172,4.177
OCNT-2309240,,,,,,
OCNT-2309241,,,,False,3.659,2.207
OCNT-2309242,,,,False,3.899,3.672
OCNT-2309243,,,,,,
OCNT-2309246,True,4.773,4.421,,,
OCNT-2309248,,,,False,4.822,4.764
OCNT-2309252,False,4.658,4.533,,,
OCNT-2309256,False,6.125,6.04,,,
OCNT-2309262,False,1.969,2.056,True,5.616,5.134
OCNT-2309265,False,5.007,4.82,False,5.18,5.188
OCNT-2309266,,,,False,2.934,1.94
OCNT-2309268,,,,,,
OCNT-2309274,,,,True,6.018,5.262
OCNT-2309276,,,,False,4.045,2.552
OCNT-2309277,False,5.528,5.322,,,
OCNT-2309279,,,,False,2.74,2.182
OCNT-2309280,,,,,,
OCNT-2309284,False,5.335,5.057,,,
OCNT-2309286,,,,False,5.053,4.838
OCNT-2309290,,,,True,5.31,4.727
OCNT-2309291,False,4.615,4.464,,,
OCNT-2309292,True,5.671,5.004,,,
OCNT-2309293,,,,,,
OCNT-2309294,,,,False,2.933,2.1
OCNT-2309296,,,,,,
OCNT-2309299,,,,False,4.5,4.265
OCNT-2309301,,,,,,
OCNT-2309302,True,6.13,5.669,,,
OCNT-2309303,,,,True,5.787,4.869
OCNT-2309308,,,,,,
OCNT-2309318,,,,,,
OCNT-2309319,,,,True,4.919,4.336
OCNT-2309323,,,,,,
OCNT-2309324,,,,True,4.588,4.061
OCNT-2309325,,,,True,4.879,3.916
OCNT-2309326,,,,,,
OCNT-2309328,,,,,,
OCNT-2309333,,,,,,
OCNT-2309338,False,4.67,4.518,,,
OCNT-2309340,,,,False,2.043,1.988
OCNT-2309342,True,5.223,4.888,True,4.875,3.875
OCNT-2309343,,,,True,4.545,3.764
OCNT-2309345,,,,,,
OCNT-2309346,,,,True,4.977,4.526
OCNT-2309347,,,,,,
OCNT-2309351,False,5.488,5.412,True,6.317,5.966
OCNT-2309355,,,,False,4.27,3.724
OCNT-2309356,,,,False,5.498,5.431
OCNT-2309366,,,,True,4.802,4.471
OCNT-2309368,False,5.516,5.279,,,
OCNT-2309371,False,4.63,4.491,,,
OCNT-2309372,False,5.264,5.003,,,
OCNT-2309376,,,,,,
OCNT-2309377,False,4.411,4.15,True,6.103,5.734
OCNT-2309378,,,,False,3.43,2.212
OCNT-2309379,False,4.617,4.355,,,
OCNT-2309390,True,4.898,4.479,,,
OCNT-2309393,,,,,,
OCNT-2309395,,,,False,2.134,2.043
OCNT-2309396,,,,False,5.068,5.054
OCNT-2309398,True,4.888,4.583,,,
OCNT-2309399,,,,True,5.471,4.944
OCNT-2309401,,,,,,
OCNT-2309402,True,4.862,4.362,True,5.109,4.659
OCNT-2309415,,,,True,5.167,4.372
OCNT-2309418,,,,False,4.806,4.681
OCNT-2309420,,,,False,2.031,2.03
OCNT-2309424,False,4.427,4.273,True,4.745,4.41
OCNT-2309425,,,,True,4.519,3.824
OCNT-2309426,,,,False,3.274,2.579
OCNT-2309429,True,4.585,4.231,,,
OCNT-2309430,,,,False,4.013,3.717
OCNT-2309431,,,,True,4.344,3.824
OCNT-2309433,,,,,,
OCNT-2309434,False,5.517,5.434,,,
OCNT-2309435,False,4.981,4.789,,,
OCNT-2309439,False,4.379,4.285,,,
OCNT-2309443,,,,True,5.134,4.833
OCNT-2309444,,,,,,
OCNT-2309445,True,4.626,4.303,,,
OCNT-2309447,True,4.574,2.003,,,
OCNT-2309448,True,5.039,4.571,,,
OCNT-2309449,,,,,,
OCNT-2309451,,,,False,2.515,2.024
OCNT-2309455,,,,True,5.484,5.087
OCNT-2309458,,,,,,
OCNT-2309459,,,,True,4.839,4.384
OCNT-2309461,False,4.545,4.396,,,
OCNT-2309465,False,4.042,2.394,,,
OCNT-2309466,False,4.624,4.458,,,
OCNT-2309468,,,,,,
OCNT-2309469,,,,True,5.698,5.258
OCNT-2309470,,,,False,2.031,2.177
OCNT-2309471,False,4.436,,False,5.029,4.866
OCNT-2309476,False,4.778,4.674,,,
OCNT-2309479,,,,,,
OCNT-2309480,,,,,,
OCNT-2309483,False,4.659,4.437,,,
OCNT-2309487,False,4.898,4.773,,,
OCNT-2309491,True,4.827,4.342,,,
OCNT-2309492,,,,False,5.028,4.809
OCNT-2309495,,,,,,
OCNT-2309498,,,,,,
OCNT-2309499,,,,,,
OCNT-2309500,,,,False,2.561,1.955
OCNT-2309501,,,,,,
OCNT-2309502,True,4.371,3.393,True,5.382,4.923
OCNT-2309503,,,,,,
OCNT-2309505,False,4.438,4.27,False,5.651,5.664
OCNT-2309506,,,,False,4.733,4.527
OCNT-2309509,,,,False,3.815,2.368
OCNT-2309511,False,5.13,4.911,,,
OCNT-2309515,,,,False,2.499,2.948
OCNT-2309518,True,5.568,4.764,True,5.964,5.357
OCNT-2309520,False,5.022,5.013,,,
OCNT-2309524,,,,False,4.775,4.65
OCNT-2309526,,,,,,
OCNT-2309527,False,4.57,4.418,,,
OCNT-2309532,,,,,,
OCNT-2309536,,,,,,
OCNT-2309539,False,5.313,5.38,,,
OCNT-2309544,,,,False,4.298,4.051
OCNT-2309546,False,4.558,4.434,False,5.086,4.856
OCNT-2309549,False,4.558,4.463,,,
OCNT-2309550,,,,,,
OCNT-2309551,,,,False,1.926,2.093
OCNT-2309554,False,5.716,5.617,,,
OCNT-2309558,,,,,,
OCNT-2309559,,,,,,
OCNT-2309560,,,,False,3.906,3.823
OCNT-2309565,False,5.164,4.97,,,
OCNT-2309567,True,5.412,5.088,True,6.298,5.865
OCNT-2309572,,,,True,6.262,5.914
OCNT-2309576,False,5.134,4.936,,,
OCNT-2309577,True,4.665,4.349,,,
OCNT-2309578,True,4.322,3.852,True,5.583,4.731
OCNT-2309581,False,4.7,4.641,,,
OCNT-2309582,False,5.172,5.067,,,
OCNT-2309583,,,,False,3.724,3.691
OCNT-2309586,,,,,,
OCNT-2309589,True,5.382,4.38,,,
OCNT-2309593,False,5.721,5.52,,,
OCNT-2309595,False,4.847,4.682,,,
OCNT-2309596,,,,,,
OCNT-2309597,,,,False,2.206,2.091
OCNT-2309598,,,,,,
OCNT-2309599,False,4.434,4.137,True,5.482,4.956
OCNT-2309600,,,,,,
OCNT-2309602,False,4.538,4.276,,,
OCNT-2309603,,,,,,
OCNT-2309604,,,,False,4.75,4.633
OCNT-2309605,,,,,,
OCNT-2309606,,,,False,5.293,5.183
OCNT-2309612,,,,,,
OCNT-2309613,,,,False,3.28,3.625
OCNT-2309614,False,5.662,5.545,,,
OCNT-2309615,,,,False,3.656,3.866
OCNT-2309619,,,,,,
OCNT-2309623,,,,,,
OCNT-2309624,,,,False,2.485,2.71
OCNT-2309628,,,,True,4.532,3.961
OCNT-2309630,,,,False,4.685,4.629
OCNT-2309634,False,5.072,4.986,,,
OCNT-2309635,,,,,,
OCNT-2309639,,,,,,
OCNT-2309641,False,4.791,4.625,False,4.996,4.985
OCNT-2309645,,,,False,3.273,2.789
OCNT-2309646,False,4.794,4.563,,,
OCNT-2309655,False,4.717,4.596,,,
OCNT-2309657,,,,,,
OCNT-2309658,,,,,,
OCNT-2309659,,,,,,
OCNT-2309661,True,4.44,3.404,,,
OCNT-2309663,,,,True,6.309,5.528
OCNT-2309664,,,,,,
OCNT-2309665,False,3.652,2.103,,,
OCNT-2309670,False,5.178,5.029,False,6.095,5.861
OCNT-2309671,,,,False,3.083,2.409
OCNT-2309676,False,4.74,4.456,False,4.492,4.397
OCNT-2309684,,,,False,3.072,2.582
OCNT-2309686,,,,False,5.133,4.94
OCNT-2309687,,,,,,
OCNT-2309689,,,,True,5.728,5.396
OCNT-2309692,True,4.477,3.264,,,
OCNT-2309695,,,,,,
OCNT-2309696,,,,,,
OCNT-2309697,False,4.976,4.891,,,
OCNT-2309699,False,4.6,4.526,,,
OCNT-2309702,False,4.749,4.638,,,
OCNT-2309704,,,,False,3.835,3.613
OCNT-2309705,,,,False,3.578,3.302
OCNT-2309709,,,,,,
OCNT-2309711,,,,False,2.793,2.029
OCNT-2309713,,,,False,2.071,2.206
OCNT-2309715,,,,True,5.07,4.557
OCNT-2309719,,,,True,4.995,4.069
OCNT-2309724,,,,False,3.769,3.741
OCNT-2309728,True,5.354,4.979,True,6.379,6.051
OCNT-2309730,False,4.94,4.851,True,5.306,4.627
OCNT-2309732,,,,False,4.264,4.254
OCNT-2309734,,,,,,
OCNT-2309736,,,,,,
OCNT-2309742,,,,,,
OCNT-2309743,,,,,,
OCNT-2309746,,,,False,2.567,2.298
OCNT-2309747,,,,True,5.243,4.682
OCNT-2309752,False,5.249,5.179,,,
OCNT-2309754,,,,,,
OCNT-2309755,False,4.431,4.396,,,
OCNT-2309757,False,5.315,5.235,True,5.872,5.411
OCNT-2309758,False,4.679,4.818,,,
OCNT-2309762,,,,,,
OCNT-2309763,,,,False,5.325,5.101
OCNT-2309765,,,,,,
OCNT-2309767,,,,False,3.701,3.217
OCNT-2309768,,,,False,3.446,2.091
OCNT-2309769,,,,False,4.19,3.626
OCNT-2309776,False,7.149,7.082,False,4.036,3.671
OCNT-2309780,,,,,,
OCNT-2309782,,,,,,
OCNT-2309787,False,5.053,5.006,,,
OCNT-2309792,,,,False,3.628,2.467
OCNT-2309794,,,,,,
OCNT-2309800,,,,True,5.132,4.441
OCNT-2309801,False,4.683,4.674,,,
OCNT-2309804,False,4.951,4.77,,,
OCNT-2309805,,,,,,
OCNT-2309806,,,,False,5.191,5.173
OCNT-2309809,,,,False,5.437,5.208
OCNT-2309810,,,,False,5.302,5.259
OCNT-2309811,,,,,,
OCNT-2309813,,,,True,4.738,4.422
OCNT-2309817,False,4.89,4.965,,,
OCNT-2309819,False,5.678,5.472,False,6.187,6.296
OCNT-2309829,,,,,,
OCNT-2309836,False,4.682,4.636,,,
OCNT-2309840,,,,,,
OCNT-2309843,,,,,,
OCNT-2309844,False,5.355,5.284,False,6.069,6.046
OCNT-2309845,,,,,,
OCNT-2309846,False,5.85,5.763,False,6.561,6.692
OCNT-2309850,,,,,,
OCNT-2309851,,,,,,
OCNT-2309854,,,,,,
OCNT-2309858,,,,True,5.546,4.86
OCNT-2309859,,,,False,4.341,4.132
OCNT-2309860,,,,True,5.597,5.151
OCNT-2309864,True,5.614,4.437,,,
OCNT-2309866,False,6.323,6.22,,,
OCNT-2309867,False,4.731,4.75,,,
OCNT-2309871,False,5.437,5.251,,,
OCNT-2309873,,,,False,2.626,2.83
OCNT-2309877,,,,True,5.392,4.664
OCNT-2309878,,,,False,4.018,4.13
OCNT-2309879,True,5.941,5.034,,,
OCNT-2309880,True,4.871,4.33,,,
OCNT-2309882,,,,False,3.988,3.669
OCNT-2309883,,,,,,
OCNT-2309885,False,4.86,4.643,,,
OCNT-2309893,True,5.104,4.75,,,
OCNT-2309896,,,,True,5.851,5.326
OCNT-2309897,,,,,,
OCNT-2309900,False,5.618,5.5,True,5.343,4.789
OCNT-2309901,False,4.498,4.4,True,5.836,5.453
OCNT-2309902,,,,,,
OCNT-2309905,,,,,,
OCNT-2309910,,,,,,
OCNT-2309918,,,,,,
OCNT-2309920,,,,True,5.173,4.723
OCNT-2309922,False,5.742,5.517,,,
OCNT-2309924,,,,,,
OCNT-2309926,,,,,,
OCNT-2309929,,,,False,5.648,5.375
OCNT-2309931,,,,,,
OCNT-2309933,,,,False,5.161,5.228
OCNT-2309935,False,2.55,2.047,,,
OCNT-2309936,False,4.684,4.481,,,
OCNT-2309940,True,5.126,4.478,,,
OCNT-2309942,False,5.754,5.8,,,
OCNT-2309948,,,,,,
OCNT-2309950,,,,,,
OCNT-2309955,,,,True,4.646,3.943
OCNT-2309957,,,,False,2.355,2.02
OCNT-2309961,,,,,,
OCNT-2309963,True,5.712,4.916,,,
OCNT-2309967,,,,True,6.558,5.338
OCNT-2309973,False,6.34,6.113,,,
OCNT-2309977,False,4.717,4.781,,,
OCNT-2309981,,,,,,
OCNT-2309987,False,6.184,6.246,,,
OCNT-2309989,,,,True,4.586,3.86
OCNT-2309990,False,5.184,5.232,,,
OCNT-2309991,,,,,,
OCNT-2309993,,,,,,
OCNT-2309995,,,,,,
OCNT-2309997,,,,True,6.237,5.757
OCNT-2310005,,,,,,
OCNT-2310006,False,4.974,4.814,True,6.486,5.556
OCNT-2310008,False,2.55,2.009,,,
OCNT-2310010,True,5.513,5.116,True,5.629,5.145
OCNT-2310016,,,,False,3.087,2.832
OCNT-2310018,False,4.259,3.166,,,
OCNT-2310019,False,2.419,1.96,True,5.717,5.371
OCNT-2310021,,,,True,4.704,4.262
OCNT-2310022,,,,,,
OCNT-2310023,,,,True,5.836,5.24
OCNT-2310024,False,4.688,4.576,,,
OCNT-2310028,,,,,,
OCNT-2310034,,,,,,
OCNT-2310035,False,5.981,5.727,,,
OCNT-2310036,,,,False,4.814,
OCNT-2310041,False,4.716,4.71,,,
OCNT-2310043,,,,True,4.414,3.752
OCNT-2310045,,,,False,5.301,5.077
OCNT-2310046,,,,,,
OCNT-2310050,True,5.635,5.234,,,
OCNT-2310052,,,,True,5.123,4.517
OCNT-2310055,,,,,,
OCNT-2310056,,,,True,5.723,4.994
OCNT-2310059,,,,False,2.153,2.09
OCNT-2310061,False,4.663,4.454,,,
OCNT-2310066,False,5.825,5.807,,,
OCNT-2310067,False,6.001,6.041,True,6.228,5.333
OCNT-2310072,,,,,,
OCNT-2310073,,,,,,
OCNT-2310076,False,5.402,5.355,,,
OCNT-2310081,,,,,,
OCNT-2310083,,,,,,
OCNT-2310084,,,,,,
OCNT-2310085,,,,,,
OCNT-2310087,,,,False,2.225,1.955
OCNT-2310088,False,4.557,4.645,,,
OCNT-2310089,,,,,,
OCNT-2310093,,,,,,
OCNT-2310094,,,,,,
OCNT-2310095,False,5.381,5.201,,,
OCNT-2310096,False,3.898,2.176,,,
OCNT-2310097,,,,True,4.747,4.301
OCNT-2310098,,,,False,3.403,3.16
OCNT-2310101,,,,True,4.428,3.846
OCNT-2310104,,,,True,4.352,3.979
OCNT-2310110,,,,,,
OCNT-2310114,False,2.066,2.037,,,
OCNT-2310115,,,,,,
OCNT-2310117,,,,False,4.654,4.546
OCNT-2310119,,,,,,
OCNT-2310120,True,4.571,2.518,False,5.035,4.813
OCNT-2310121,,,,False,3.487,2.791
OCNT-2310122,,,,False,2.037,1.966
OCNT-2310123,False,4.779,4.768,False,4.896,4.848
OCNT-2310131,,,,False,2.511,2.118
OCNT-2310136,False,2.08,2.077,,,
OCNT-2310137,,,,True,6.134,5.462
OCNT-2310141,,,,,,
OCNT-2310144,,,,,,
OCNT-2310149,,,,,,
OCNT-2310153,False,4.905,4.785,,,
OCNT-2310155,,,,,,
OCNT-2310156,,,,,,
OCNT-2310157,,,,,,
OCNT-2310158,,,,,,
OCNT-2310159,,,,,,
OCNT-2310161,False,6.089,6.274,,,
OCNT-2310163,,,,,,
OCNT-2310167,False,4.799,4.753,True,6.235,5.573
OCNT-2310172,,,,False,6.513,6.62
OCNT-2310174,False,4.649,4.724,,,
OCNT-2310175,,,,,,
OCNT-2310178,False,4.925,4.828,,,
OCNT-2310180,False,5.615,5.362,,,
OCNT-2310181,,,,,,
OCNT-2310182,,,,,,
OCNT-2310186,,,,,,
OCNT-2310188,False,2.48,2.351,,,
OCNT-2310191,,,,False,2.784,2.142
OCNT-2310192,,,,False,2.111,2.132
OCNT-2310193,False,4.525,4.493,,,
OCNT-2310197,False,4.456,4.303,,,
OCNT-2310199,,,,False,5.627,5.54
OCNT-2310201,False,5.183,5.075,,,
OCNT-2310202,,,,,,
OCNT-2310207,,,,,,
OCNT-2310210,,,,,,
OCNT-2310212,,,,False,5.004,4.988
OCNT-2310214,True,4.397,1.947,,,
OCNT-2310216,,,,,,
OCNT-2310220,,,,False,2.978,2.226
OCNT-2310222,False,2.034,2.04,,,
OCNT-2310225,,,,False,2.074,1.964
OCNT-2310227,,,,,,
OCNT-2310235,,,,,,
OCNT-2310237,,,,False,3.894,3.814
OCNT-2310240,,,,,,
OCNT-2310241,,,,,,
OCNT-2310242,,,,,,
OCNT-2310248,,,,False,4.321,4.113
OCNT-2310249,,,,False,4.163,2.434
OCNT-2310250,False,4.548,4.516,False,5.886,5.719
OCNT-2310251,,,,True,4.401,3.552
OCNT-2310252,False,3.224,3.217,,,
OCNT-2310256,,,,,,
OCNT-2310258,False,3.66,2.26,,,
OCNT-2310260,,,,,,
OCNT-2310261,,,,False,4.999,5.032
OCNT-2310262,False,4.773,4.489,False,4.916,4.883
OCNT-2310264,,,,False,4.972,4.779
OCNT-2310265,,,,False,2.615,2.871
OCNT-2310269,,,,,,
OCNT-2310279,,,,True,4.808,4.458
OCNT-2310283,,,,False,3.776,3.034
OCNT-2310286,,,,True,4.843,4.067
OCNT-2310288,,,,,,
OCNT-2310289,,,,False,4.246,3.935
OCNT-2310291,,,,False,6.083,6.331
OCNT-2310292,False,5.612,5.396,,,
OCNT-2310298,,,,,,
OCNT-2310303,False,5.54,5.481,,,
OCNT-2310304,False,2.607,1.996,,,
OCNT-2310306,,,,,,
OCNT-2310310,True,6.495,5.852,,,
OCNT-2310311,False,5.424,5.449,,,
OCNT-2310312,True,5.882,5.551,,,
OCNT-2310316,,,,,,
OCNT-2310317,,,,,,
OCNT-2310319,,,,True,5.077,4.696
OCNT-2310322,,,,True,5.286,4.226
OCNT-2310323,,,,False,3.647,3.558
OCNT-2310324,False,3.172,2.105,False,5.766,5.496
OCNT-2310327,,,,,,
OCNT-2310332,,,,False,3.744,3.035
OCNT-2310335,,,,,,
OCNT-2310336,False,5.207,5.041,,,
OCNT-2310337,False,5.656,5.558,False,5.634,5.436
OCNT-2310338,,,,,,
OCNT-2310340,True,5.274,4.401,,,
OCNT-2310341,,,,True,5.538,5.138
OCNT-2310342,False,4.629,4.643,,,
OCNT-2310343,,,,False,4.257,4.011
OCNT-2310344,False,4.29,2.089,,,
OCNT-2310345,,,,,,
OCNT-2310346,,,,,,
OCNT-2310348,,,,,,
OCNT-2310349,,,,,,
OCNT-2310350,,,,False,3.034,2.611
OCNT-2310351,,,,,,
OCNT-2310353,False,4.921,4.917,False,4.848,4.997
OCNT-2310355,False,4.781,4.594,,,
OCNT-2310359,,,,,,
OCNT-2310365,,,,,,
OCNT-2310368,,,,,,
OCNT-2310374,True,5.144,4.833,,,
OCNT-2310376,,,,,,
OCNT-2310378,False,5.362,5.335,,,
OCNT-2310380,,,,,,
OCNT-2310383,,,,False,2.769,2.509
OCNT-2310387,,,,,,
OCNT-2310389,,,,False,3.558,2.742
OCNT-2310393,,,,,,
OCNT-2310396,,,,,,
OCNT-2310397,False,4.772,4.497,,,
OCNT-2310398,True,5.293,4.656,,,
OCNT-2310401,False,5.935,5.909,,,
OCNT-2310404,False,3.975,2.272,False,4.863,4.893
OCNT-2310409,,,,False,3.763,3.598
OCNT-2310411,,,,,,
OCNT-2310412,,,,,,
OCNT-2310416,,,,,,
OCNT-2310417,False,4.881,4.808,,,
OCNT-2310418,False,4.695,4.606,,,
OCNT-2310421,,,,False,3.476,2.509
OCNT-2310423,,,,,,
OCNT-2310427,,,,False,4.398,4.102
OCNT-2310428,,,,,,
OCNT-2310431,,,,False,4.992,4.786
OCNT-2310432,,,,False,2.708,2.454
OCNT-2310433,False,6.105,6.077,,,
OCNT-2310436,False,4.772,4.652,,,
OCNT-2310437,False,4.844,4.707,,,
OCNT-2310438,,,,False,4.099,3.854
OCNT-2310439,,,,False,3.428,3.038
OCNT-2310440,False,6.688,6.622,,,
OCNT-2310442,False,5.807,5.687,,,
OCNT-2310445,,,,True,4.709,4.317
OCNT-2310447,False,6.129,5.852,,,
OCNT-2310448,False,3.361,2.542,False,4.835,4.646
OCNT-2310449,,,,False,4.38,4.28
OCNT-2310450,False,5.885,5.995,,,
OCNT-2310451,,,,,,
OCNT-2310452,,,,,,
OCNT-2310453,False,4.421,4.211,,,
OCNT-2310455,,,,False,4.041,3.657
OCNT-2310458,False,2.364,2.053,,,
OCNT-2310461,,,,False,3.643,2.225
OCNT-2310463,,,,,,
OCNT-2310465,False,3.84,2.322,,,
OCNT-2310469,False,4.607,4.427,,,
OCNT-2310470,False,6.537,6.446,,,
OCNT-2310471,,,,False,3.973,2.812
OCNT-2310473,,,,False,4.244,3.759
OCNT-2310478,False,5.509,5.603,,,
OCNT-2310479,,,,False,3.02,3.447
OCNT-2310481,False,4.99,4.892,False,6.152,6.13
OCNT-2310482,,,,True,5.32,4.771
OCNT-2310486,False,4.601,4.395,,,
OCNT-2310487,,,,,,
OCNT-2310488,,,,,,
OCNT-2310489,,,,False,2.07,1.997
OCNT-2310491,,,,,,
OCNT-2310492,False,5.121,5.28,,,
OCNT-2310494,False,5.064,4.851,,,
OCNT-2310497,,,,False,5.189,5.015
OCNT-2310498,False,4.934,4.907,,,
OCNT-2310499,,,,True,4.429,4.032
OCNT-2310500,False,4.473,4.398,,,
OCNT-2310506,,,,False,3.991,3.655
OCNT-2310507,,,,,,
OCNT-2310511,,,,,,
OCNT-2310512,,,,False,2.96,2.62
OCNT-2310513,False,4.752,4.804,False,5.212,5.249
OCNT-2310514,False,6.745,6.788,,,
OCNT-2310515,,,,False,5.272,5.072
OCNT-2310516,,,,,,
OCNT-2310518,False,5.167,5.015,,,
OCNT-2310519,,,,False,2.629,2.036
OCNT-2310522,,,,True,4.992,4.191
OCNT-2310525,,,,,,
OCNT-2310526,,,,False,3.727,2.961
OCNT-2310527,,,,,,
OCNT-2310528,,,,,,
OCNT-2310532,,,,False,4.109,4.06
OCNT-2310534,,,,True,5.507,4.914
OCNT-2310539,False,4.241,2.867,,,
OCNT-2310546,,,,,,
OCNT-2310549,,,,False,4.691,4.601
OCNT-2310551,,,,,,
OCNT-2310555,True,4.363,3.457,False,4.882,4.9
OCNT-2310560,False,4.813,4.578,,,
OCNT-2310562,True,5.328,4.484,,,
OCNT-2310565,,,,True,5.303,4.825
OCNT-2310566,,,,,,
OCNT-2310569,,,,False,4.425,4.276
OCNT-2310576,,,,,,
OCNT-2310579,,,,,,
OCNT-2310580,True,5.008,4.679,,,
OCNT-2310581,False,6.749,6.627,,,
OCNT-2310583,True,4.389,4.087,,,
OCNT-2310589,,,,,,
OCNT-2310597,,,,,,
OCNT-2310598,True,5.025,4.518,,,
OCNT-2310599,,,,False,4.075,3.875
OCNT-2310600,,,,True,6.093,5.534
OCNT-2310603,,,,True,4.351,3.446
OCNT-2310605,False,6.027,5.837,,,
OCNT-2310606,False,2.063,2.085,False,5.999,5.956
OCNT-2310610,,,,,,
OCNT-2310611,False,4.672,4.547,True,5.459,4.966
OCNT-2310612,,,,False,4.184,4.026
OCNT-2310613,False,6.692,6.613,,,
OCNT-2310615,,,,False,4.05,3.209
OCNT-2310620,,,,False,3.318,3.379
OCNT-2310621,,,,True,4.928,3.739
OCNT-2310624,False,4.272,2.658,,,
OCNT-2310626,,,,,,
OCNT-2310627,False,5.235,5.125,,,
OCNT-2310629,,,,False,4.192,4.156
OCNT-2310630,,,,True,4.522,4.04
OCNT-2310632,False,4.894,4.83,,,
OCNT-2310634,True,5.08,4.655,,,
OCNT-2310635,False,4.548,4.328,,,
OCNT-2310637,,,,False,4.272,3.874
OCNT-2310639,False,5.985,5.842,,,
OCNT-2310640,,,,False,3.538,2.881
