drug_id,inchikey,inchikey_block,match_type,source_file,source_id,enzyme,endpoint,value,stereo_note
colchicine,IAKHMKGGTNLKSZ-UHFFFAOYSA-N,IAKHMKGGTNLKSZ,connectivity,cyp-challenge-TRAIN_TDI.csv,OCNT-0498150,CYP3A4,is_TDI,0.0,the published structure states less stereochemistry than the drug has
colchicine,IAKHMKGGTNLKSZ-UHFFFAOYSA-N,IAKHMKGGTNLKSZ,connectivity,cyp-challenge-TRAIN_TDI.csv,OCNT-0498150,CYP3A4,pIC50_TDI_condition,2.964843352,the published structure states less stereochemistry than the drug has
colchicine,IAKHMKGGTNLKSZ-UHFFFAOYSA-N,IAKHMKGGTNLKSZ,connectivity,inhibition.tsv,OCNT-0498150-AA-001,CYP3A4,pIC50_direct,4.10993336,the published structure states less stereochemistry than the drug has
conivaptan,IKENVDNFQMCRTR-UHFFFAOYSA-N,IKENVDNFQMCRTR,full,pxr-challenge_TRAIN.csv,OADMET-0003542,PXR,pEC50_PXR,5.69,
conivaptan,IKENVDNFQMCRTR-UHFFFAOYSA-N,IKENVDNFQMCRTR,full,pxr-challenge_counter-assay_TRAIN.csv,OADMET-0003542,PXR,pEC50_PXR_counter,3.09,
crizotinib,KTEIFNKAUNYNJU-GFCCVEGCSA-N,KTEIFNKAUNYNJU,full,pxr-challenge_TRAIN.csv,OADMET-0003726,PXR,pEC50_PXR,1.98,
crizotinib,KTEIFNKAUNYNJU-GFCCVEGCSA-N,KTEIFNKAUNYNJU,full,pxr-challenge_counter-assay_TRAIN.csv,OADMET-0003726,PXR,pEC50_PXR_counter,2.13,
curcumin,VFLDPWHFBUODDF-UHFFFAOYSA-N,VFLDPWHFBUODDF,connectivity,cyp-challenge-TRAIN_TDI.csv,OCNT-0497724,CYP2C9,pIC50_TDI_condition,5.728887265,the published structure states less stereochemistry than the drug has
curcumin,VFLDPWHFBUODDF-UHFFFAOYSA-N,VFLDPWHFBUODDF,connectivity,cyp-challenge-TRAIN_TDI.csv,OCNT-0497724,CYP3A4,is_TDI,0.0,the published structure states less stereochemistry than the drug has
curcumin,VFLDPWHFBUODDF-UHFFFAOYSA-N,VFLDPWHFBUODDF,connectivity,cyp-challenge-TRAIN_TDI.csv,OCNT-0497724,CYP3A4,pIC50_TDI_condition,5.441912213,the published structure states less stereochemistry than the drug has
curcumin,VFLDPWHFBUODDF-UHFFFAOYSA-N,VFLDPWHFBUODDF,connectivity,cyp-challenge-TRAIN_inhibition.csv,OCNT-0497724,CYP2C9,pIC50_direct,5.644330747,the published structure states less stereochemistry than the drug has
curcumin,VFLDPWHFBUODDF-UHFFFAOYSA-N,VFLDPWHFBUODDF,connectivity,cyp-challenge-TRAIN_inhibition.csv,OCNT-0497724,CYP3A4,pIC50_direct,5.27977971,the published structure states less stereochemistry than the drug has
curcumin,VFLDPWHFBUODDF-UHFFFAOYSA-N,VFLDPWHFBUODDF,connectivity,cyp-challenge-single-concentration-TRAIN.csv,OCNT-0497724,CYP1A2,screen_log2fc,-0.4951484348,the published structure states less stereochemistry than the drug has
curcumin,VFLDPWHFBUODDF-UHFFFAOYSA-N,VFLDPWHFBUODDF,connectivity,cyp-challenge-single-concentration-TRAIN.csv,OCNT-0497724,CYP2C9,screen_log2fc,-1.346254565,the published structure states less stereochemistry than the drug has
curcumin,VFLDPWHFBUODDF-UHFFFAOYSA-N,VFLDPWHFBUODDF,connectivity,cyp-challenge-single-concentration-TRAIN.csv,OCNT-0497724,CYP2D6,screen_log2fc,-0.0008324746243,the published structure states less stereochemistry than the drug has
curcumin,VFLDPWHFBUODDF-UHFFFAOYSA-N,VFLDPWHFBUODDF,connectivity,cyp-challenge-single-concentration-TRAIN.csv,OCNT-0497724,CYP3A4,screen_log2fc,-4.10275799,the published structure states less stereochemistry than the drug has
curcumin,VFLDPWHFBUODDF-UHFFFAOYSA-N,VFLDPWHFBUODDF,connectivity,pxr-challenge_TRAIN.csv,OADMET-0003614,PXR,pEC50_PXR,4.56,the published structure states less stereochemistry than the drug has
curcumin,VFLDPWHFBUODDF-UHFFFAOYSA-N,VFLDPWHFBUODDF,connectivity,pxr-challenge_counter-assay_TRAIN.csv,OADMET-0003614,PXR,pEC50_PXR_counter,4.42,the published structure states less stereochemistry than the drug has
cyclosporine,PMATZTZNYRCHOR-CGLBZJNRSA-N,PMATZTZNYRCHOR,full,pxr-challenge_TRAIN.csv,OADMET-0003803,PXR,pEC50_PXR,3.27,
cyclosporine,PMATZTZNYRCHOR-CGLBZJNRSA-N,PMATZTZNYRCHOR,full,pxr-challenge_counter-assay_TRAIN.csv,OADMET-0003803,PXR,pEC50_PXR_counter,1.81,
dabigatran_etexilate,KSGXQBZTULBEEQ-UHFFFAOYSA-N,KSGXQBZTULBEEQ,full,cyp-challenge-TRAIN_TDI.csv,OCNT-2328402,CYP2C9,pIC50_TDI_condition,5.886043733,
dabigatran_etexilate,KSGXQBZTULBEEQ-UHFFFAOYSA-N,KSGXQBZTULBEEQ,full,cyp-challenge-TRAIN_TDI.csv,OCNT-2328402,CYP3A4,is_TDI,1.0,
dabigatran_etexilate,KSGXQBZTULBEEQ-UHFFFAOYSA-N,KSGXQBZTULBEEQ,full,cyp-challenge-TRAIN_TDI.csv,OCNT-2328402,CYP3A4,pIC50_TDI_condition,5.964939465,
dabigatran_etexilate,KSGXQBZTULBEEQ-UHFFFAOYSA-N,KSGXQBZTULBEEQ,full,cyp-challenge-TRAIN_inhibition.csv,OCNT-2328402,CYP2C9,pIC50_direct,5.928811482,
dabigatran_etexilate,KSGXQBZTULBEEQ-UHFFFAOYSA-N,KSGXQBZTULBEEQ,full,cyp-challenge-TRAIN_inhibition.csv,OCNT-2328402,CYP3A4,pIC50_direct,5.497406215,
dabigatran_etexilate,KSGXQBZTULBEEQ-UHFFFAOYSA-N,KSGXQBZTULBEEQ,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328402,CYP1A2,screen_log2fc,-1.184306306,
dabigatran_etexilate,KSGXQBZTULBEEQ-UHFFFAOYSA-N,KSGXQBZTULBEEQ,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328402,CYP2C9,screen_log2fc,-1.388182526,
dabigatran_etexilate,KSGXQBZTULBEEQ-UHFFFAOYSA-N,KSGXQBZTULBEEQ,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328402,CYP2D6,screen_log2fc,-0.3561414002,
dabigatran_etexilate,KSGXQBZTULBEEQ-UHFFFAOYSA-N,KSGXQBZTULBEEQ,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328402,CYP3A4,screen_log2fc,-4.056562363,
darifenacin,HXGBXQDTNZMWGS-RUZDIDTESA-N,HXGBXQDTNZMWGS,full,cyp-challenge-TRAIN_TDI.csv,OCNT-0022215,CYP2D6,is_TDI,0.0,
darifenacin,HXGBXQDTNZMWGS-RUZDIDTESA-N,HXGBXQDTNZMWGS,full,cyp-challenge-TRAIN_TDI.csv,OCNT-0022215,CYP2D6,pIC50_TDI_condition,6.61243324,
darifenacin,HXGBXQDTNZMWGS-RUZDIDTESA-N,HXGBXQDTNZMWGS,full,cyp-challenge-TRAIN_TDI.csv,OCNT-0022215,CYP3A4,is_TDI,1.0,
darifenacin,HXGBXQDTNZMWGS-RUZDIDTESA-N,HXGBXQDTNZMWGS,full,cyp-challenge-TRAIN_TDI.csv,OCNT-0022215,CYP3A4,pIC50_TDI_condition,5.508197615,
darifenacin,HXGBXQDTNZMWGS-RUZDIDTESA-N,HXGBXQDTNZMWGS,full,cyp-challenge-TRAIN_inhibition.csv,OCNT-0022215,CYP2D6,pIC50_direct,6.673307633,
darifenacin,HXGBXQDTNZMWGS-RUZDIDTESA-N,HXGBXQDTNZMWGS,full,cyp-challenge-TRAIN_inhibition.csv,OCNT-0022215,CYP3A4,pIC50_direct,4.980639392,
darifenacin,HXGBXQDTNZMWGS-RUZDIDTESA-N,HXGBXQDTNZMWGS,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-0022215,CYP1A2,screen_log2fc,-0.3645279168,
darifenacin,HXGBXQDTNZMWGS-RUZDIDTESA-N,HXGBXQDTNZMWGS,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-0022215,CYP2C9,screen_log2fc,-0.6184223241,
darifenacin,HXGBXQDTNZMWGS-RUZDIDTESA-N,HXGBXQDTNZMWGS,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-0022215,CYP2D6,screen_log2fc,-3.122036591,
darifenacin,HXGBXQDTNZMWGS-RUZDIDTESA-N,HXGBXQDTNZMWGS,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-0022215,CYP3A4,screen_log2fc,-2.721880835,
darifenacin,HXGBXQDTNZMWGS-RUZDIDTESA-N,HXGBXQDTNZMWGS,full,pxr-challenge_TRAIN.csv,OADMET-0003551,PXR,pEC50_PXR,4.94,
darifenacin,HXGBXQDTNZMWGS-RUZDIDTESA-N,HXGBXQDTNZMWGS,full,pxr-challenge_counter-assay_TRAIN.csv,OADMET-0003551,PXR,pEC50_PXR_counter,1.89,
darolutamide,BLIJXOOIHRSQRB-PXYINDEMSA-N,BLIJXOOIHRSQRB,full,pxr-challenge_TRAIN.csv,OADMET-0003725,PXR,pEC50_PXR,4.09,
darolutamide,BLIJXOOIHRSQRB-PXYINDEMSA-N,BLIJXOOIHRSQRB,full,pxr-challenge_counter-assay_TRAIN.csv,OADMET-0003725,PXR,pEC50_PXR_counter,2.85,
darunavir,CJBJHOAVZSMMDJ-HEXNFIEUSA-N,CJBJHOAVZSMMDJ,full,pxr-challenge_TRAIN.csv,OADMET-0003703,PXR,pEC50_PXR,4.49,
darunavir,CJBJHOAVZSMMDJ-HEXNFIEUSA-N,CJBJHOAVZSMMDJ,full,pxr-challenge_counter-assay_TRAIN.csv,OADMET-0003703,PXR,pEC50_PXR_counter,3.1,
dasatinib,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,ZBNZXTGUTAYRHI,full,pxr-challenge_TRAIN.csv,OADMET-0003622,PXR,pEC50_PXR,1.74,
dasatinib,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,ZBNZXTGUTAYRHI,full,pxr-challenge_counter-assay_TRAIN.csv,OADMET-0003622,PXR,pEC50_PXR_counter,2.67,
desipramine,HCYAFALTSJYZDH-UHFFFAOYSA-N,HCYAFALTSJYZDH,full,cyp-challenge-TRAIN_TDI.csv,OCNT-0478484,CYP2D6,is_TDI,0.0,
desipramine,HCYAFALTSJYZDH-UHFFFAOYSA-N,HCYAFALTSJYZDH,full,cyp-challenge-TRAIN_TDI.csv,OCNT-0478484,CYP2D6,pIC50_TDI_condition,4.960880985,
desipramine,HCYAFALTSJYZDH-UHFFFAOYSA-N,HCYAFALTSJYZDH,full,cyp-challenge-TRAIN_inhibition.csv,OCNT-0478484,CYP2D6,pIC50_direct,4.793473192,
desipramine,HCYAFALTSJYZDH-UHFFFAOYSA-N,HCYAFALTSJYZDH,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-0478484,CYP1A2,screen_log2fc,-0.5095604552,
desipramine,HCYAFALTSJYZDH-UHFFFAOYSA-N,HCYAFALTSJYZDH,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-0478484,CYP2C9,screen_log2fc,-0.4540358725,
desipramine,HCYAFALTSJYZDH-UHFFFAOYSA-N,HCYAFALTSJYZDH,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-0478484,CYP2D6,screen_log2fc,-1.879117417,
desipramine,HCYAFALTSJYZDH-UHFFFAOYSA-N,HCYAFALTSJYZDH,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-0478484,CYP3A4,screen_log2fc,-1.18191769,
desloratadine,JAUOIFJMECXRGI-UHFFFAOYSA-N,JAUOIFJMECXRGI,full,cyp-challenge-TRAIN_TDI.csv,OCNT-2328648,CYP2C9,pIC50_TDI_condition,4.088321945,
desloratadine,JAUOIFJMECXRGI-UHFFFAOYSA-N,JAUOIFJMECXRGI,full,cyp-challenge-TRAIN_inhibition.csv,OCNT-2328648,CYP2C9,pIC50_direct,4.094839015,
desloratadine,JAUOIFJMECXRGI-UHFFFAOYSA-N,JAUOIFJMECXRGI,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328648,CYP1A2,screen_log2fc,0.04839336132,
desloratadine,JAUOIFJMECXRGI-UHFFFAOYSA-N,JAUOIFJMECXRGI,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328648,CYP2C9,screen_log2fc,-0.35072351,
desloratadine,JAUOIFJMECXRGI-UHFFFAOYSA-N,JAUOIFJMECXRGI,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328648,CYP2D6,screen_log2fc,-0.7646919545,
desloratadine,JAUOIFJMECXRGI-UHFFFAOYSA-N,JAUOIFJMECXRGI,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328648,CYP3A4,screen_log2fc,-1.401047603,
diethylstilbestrol,RGLYKWWBQGJZGM-ISLYRVAYSA-N,RGLYKWWBQGJZGM,full,cyp-challenge-TRAIN_TDI.csv,OCNT-0494110,CYP2C9,pIC50_TDI_condition,5.812030413,
diethylstilbestrol,RGLYKWWBQGJZGM-ISLYRVAYSA-N,RGLYKWWBQGJZGM,full,cyp-challenge-TRAIN_TDI.csv,OCNT-0494110,CYP3A4,is_TDI,0.0,
diethylstilbestrol,RGLYKWWBQGJZGM-ISLYRVAYSA-N,RGLYKWWBQGJZGM,full,cyp-challenge-TRAIN_TDI.csv,OCNT-0494110,CYP3A4,pIC50_TDI_condition,5.349328082,
diethylstilbestrol,RGLYKWWBQGJZGM-ISLYRVAYSA-N,RGLYKWWBQGJZGM,full,cyp-challenge-TRAIN_inhibition.csv,OCNT-0494110,CYP2C9,pIC50_direct,5.884783357,
diethylstilbestrol,RGLYKWWBQGJZGM-ISLYRVAYSA-N,RGLYKWWBQGJZGM,full,cyp-challenge-TRAIN_inhibition.csv,OCNT-0494110,CYP3A4,pIC50_direct,5.380121762,
diethylstilbestrol,RGLYKWWBQGJZGM-ISLYRVAYSA-N,RGLYKWWBQGJZGM,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-0494110,CYP1A2,screen_log2fc,-0.9998382796,
diethylstilbestrol,RGLYKWWBQGJZGM-ISLYRVAYSA-N,RGLYKWWBQGJZGM,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-0494110,CYP2C9,screen_log2fc,-1.360740076,
diethylstilbestrol,RGLYKWWBQGJZGM-ISLYRVAYSA-N,RGLYKWWBQGJZGM,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-0494110,CYP2D6,screen_log2fc,0.1269499042,
diethylstilbestrol,RGLYKWWBQGJZGM-ISLYRVAYSA-N,RGLYKWWBQGJZGM,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-0494110,CYP3A4,screen_log2fc,-4.701704735,
diethylstilbestrol,RGLYKWWBQGJZGM-ISLYRVAYSA-N,RGLYKWWBQGJZGM,full,pxr-challenge_TRAIN.csv,OADMET-0003584,PXR,pEC50_PXR,4.43,
diethylstilbestrol,RGLYKWWBQGJZGM-ISLYRVAYSA-N,RGLYKWWBQGJZGM,full,pxr-challenge_counter-assay_TRAIN.csv,OADMET-0003584,PXR,pEC50_PXR_counter,2.37,
diltiazem,HSUGRBWQSSZJOP-RTWAWAEBSA-N,HSUGRBWQSSZJOP,full,pxr-challenge_TRAIN.csv,OADMET-0003648,PXR,pEC50_PXR,4.45,
diltiazem,HSUGRBWQSSZJOP-RTWAWAEBSA-N,HSUGRBWQSSZJOP,full,pxr-challenge_counter-assay_TRAIN.csv,OADMET-0003648,PXR,pEC50_PXR_counter,2.37,
diphenhydramine,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,ZZVUWRFHKOJYTH,full,cyp-challenge-TRAIN_TDI.csv,OCNT-2127780,CYP2D6,is_TDI,0.0,
diphenhydramine,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,ZZVUWRFHKOJYTH,full,cyp-challenge-TRAIN_TDI.csv,OCNT-2127780,CYP2D6,pIC50_TDI_condition,4.953749147,
diphenhydramine,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,ZZVUWRFHKOJYTH,full,cyp-challenge-TRAIN_inhibition.csv,OCNT-2127780,CYP2D6,pIC50_direct,4.790040613,
diphenhydramine,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,ZZVUWRFHKOJYTH,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2127780,CYP1A2,screen_log2fc,-0.470855529,
diphenhydramine,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,ZZVUWRFHKOJYTH,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2127780,CYP2C9,screen_log2fc,-0.03144749262,
diphenhydramine,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,ZZVUWRFHKOJYTH,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2127780,CYP2D6,screen_log2fc,-2.73517849,
diphenhydramine,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,ZZVUWRFHKOJYTH,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2127780,CYP3A4,screen_log2fc,-0.2225959296,
dipyridamole,IZEKFCXSFNUWAM-UHFFFAOYSA-N,IZEKFCXSFNUWAM,full,cyp-challenge-TRAIN_TDI.csv,OCNT-0498182,CYP3A4,is_TDI,0.0,
dipyridamole,IZEKFCXSFNUWAM-UHFFFAOYSA-N,IZEKFCXSFNUWAM,full,cyp-challenge-TRAIN_TDI.csv,OCNT-0498182,CYP3A4,pIC50_TDI_condition,5.027127875,
dipyridamole,IZEKFCXSFNUWAM-UHFFFAOYSA-N,IZEKFCXSFNUWAM,full,inhibition.tsv,OCNT-0498182-AA-001,CYP3A4,pIC50_direct,4.9758439,
dipyridamole,IZEKFCXSFNUWAM-UHFFFAOYSA-N,IZEKFCXSFNUWAM,full,pxr-challenge_TRAIN.csv,OADMET-0003638,PXR,pEC50_PXR,5.33,
dipyridamole,IZEKFCXSFNUWAM-UHFFFAOYSA-N,IZEKFCXSFNUWAM,full,pxr-challenge_counter-assay_TRAIN.csv,OADMET-0003638,PXR,pEC50_PXR_counter,1.8,
disulfiram,AUZONCFQVSMFAP-UHFFFAOYSA-N,AUZONCFQVSMFAP,full,pxr-challenge_TRAIN.csv,OADMET-0003753,PXR,pEC50_PXR,1.76,
disulfiram,AUZONCFQVSMFAP-UHFFFAOYSA-N,AUZONCFQVSMFAP,full,pxr-challenge_counter-assay_TRAIN.csv,OADMET-0003753,PXR,pEC50_PXR_counter,2.04,
docetaxel,ZDZOTLJHXYCWBA-VCVYQWHSSA-N,ZDZOTLJHXYCWBA,full,pxr-challenge_TRAIN.csv,OADMET-0003579,PXR,pEC50_PXR,2.45,
docetaxel,ZDZOTLJHXYCWBA-VCVYQWHSSA-N,ZDZOTLJHXYCWBA,full,pxr-challenge_counter-assay_TRAIN.csv,OADMET-0003579,PXR,pEC50_PXR_counter,3.09,
dolutegravir,RHWKPHLQXYSBKR-BMIGLBTASA-N,RHWKPHLQXYSBKR,full,pxr-challenge_TRAIN.csv,OADMET-0003709,PXR,pEC50_PXR,1.82,
dolutegravir,RHWKPHLQXYSBKR-BMIGLBTASA-N,RHWKPHLQXYSBKR,full,pxr-challenge_counter-assay_TRAIN.csv,OADMET-0003709,PXR,pEC50_PXR_counter,2.63,
doxorubicin,AOJJSUZBOXZQNB-TZSSRYMLSA-N,AOJJSUZBOXZQNB,full,pxr-challenge_TRAIN.csv,OADMET-0003707,PXR,pEC50_PXR,6.08,
doxorubicin,AOJJSUZBOXZQNB-TZSSRYMLSA-N,AOJJSUZBOXZQNB,full,pxr-challenge_counter-assay_TRAIN.csv,OADMET-0003707,PXR,pEC50_PXR_counter,4.56,
dronedarone,ZQTNQVWKHCQYLQ-UHFFFAOYSA-N,ZQTNQVWKHCQYLQ,full,cyp-challenge-TRAIN_TDI.csv,OCNT-2328472,CYP2D6,is_TDI,0.0,
dronedarone,ZQTNQVWKHCQYLQ-UHFFFAOYSA-N,ZQTNQVWKHCQYLQ,full,cyp-challenge-TRAIN_TDI.csv,OCNT-2328472,CYP2D6,pIC50_TDI_condition,5.048551243,
dronedarone,ZQTNQVWKHCQYLQ-UHFFFAOYSA-N,ZQTNQVWKHCQYLQ,full,cyp-challenge-TRAIN_inhibition.csv,OCNT-2328472,CYP2D6,pIC50_direct,5.047745925,
dronedarone,ZQTNQVWKHCQYLQ-UHFFFAOYSA-N,ZQTNQVWKHCQYLQ,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328472,CYP1A2,screen_log2fc,-0.04254114886,
dronedarone,ZQTNQVWKHCQYLQ-UHFFFAOYSA-N,ZQTNQVWKHCQYLQ,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328472,CYP2C9,screen_log2fc,-1.19062989,
dronedarone,ZQTNQVWKHCQYLQ-UHFFFAOYSA-N,ZQTNQVWKHCQYLQ,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328472,CYP2D6,screen_log2fc,-2.882530024,
dronedarone,ZQTNQVWKHCQYLQ-UHFFFAOYSA-N,ZQTNQVWKHCQYLQ,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328472,CYP3A4,screen_log2fc,-3.621838351,
duloxetine,ZEUITGRIYCTCEM-KRWDZBQOSA-N,ZEUITGRIYCTCEM,full,cyp-challenge-TRAIN_TDI.csv,OCNT-2328864,CYP1A2,pIC50_TDI_condition,5.564103027,
duloxetine,ZEUITGRIYCTCEM-KRWDZBQOSA-N,ZEUITGRIYCTCEM,full,cyp-challenge-TRAIN_TDI.csv,OCNT-2328864,CYP2D6,is_TDI,1.0,
duloxetine,ZEUITGRIYCTCEM-KRWDZBQOSA-N,ZEUITGRIYCTCEM,full,cyp-challenge-TRAIN_TDI.csv,OCNT-2328864,CYP2D6,pIC50_TDI_condition,5.962758815,
duloxetine,ZEUITGRIYCTCEM-KRWDZBQOSA-N,ZEUITGRIYCTCEM,full,cyp-challenge-TRAIN_inhibition.csv,OCNT-2328864,CYP1A2,pIC50_direct,5.436967443,
duloxetine,ZEUITGRIYCTCEM-KRWDZBQOSA-N,ZEUITGRIYCTCEM,full,cyp-challenge-TRAIN_inhibition.csv,OCNT-2328864,CYP2D6,pIC50_direct,5.287161118,
duloxetine,ZEUITGRIYCTCEM-KRWDZBQOSA-N,ZEUITGRIYCTCEM,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328864,CYP1A2,screen_log2fc,-1.791546124,
duloxetine,ZEUITGRIYCTCEM-KRWDZBQOSA-N,ZEUITGRIYCTCEM,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328864,CYP2C9,screen_log2fc,-0.5892424014,
duloxetine,ZEUITGRIYCTCEM-KRWDZBQOSA-N,ZEUITGRIYCTCEM,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328864,CYP2D6,screen_log2fc,-2.916760872,
duloxetine,ZEUITGRIYCTCEM-KRWDZBQOSA-N,ZEUITGRIYCTCEM,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328864,CYP3A4,screen_log2fc,-1.820020421,
efavirenz,XPOQHMRABVBWPR-ZDUSSCGKSA-N,XPOQHMRABVBWPR,full,cyp-challenge-TRAIN_TDI.csv,OCNT-0493927,CYP1A2,pIC50_TDI_condition,4.926613377,
efavirenz,XPOQHMRABVBWPR-ZDUSSCGKSA-N,XPOQHMRABVBWPR,full,cyp-challenge-TRAIN_TDI.csv,OCNT-0493927,CYP2D6,is_TDI,0.0,
efavirenz,XPOQHMRABVBWPR-ZDUSSCGKSA-N,XPOQHMRABVBWPR,full,cyp-challenge-TRAIN_TDI.csv,OCNT-0493927,CYP2D6,pIC50_TDI_condition,2.876538505,
efavirenz,XPOQHMRABVBWPR-ZDUSSCGKSA-N,XPOQHMRABVBWPR,full,cyp-challenge-TRAIN_inhibition.csv,OCNT-0493927,CYP1A2,pIC50_direct,4.865116112,
efavirenz,XPOQHMRABVBWPR-ZDUSSCGKSA-N,XPOQHMRABVBWPR,full,cyp-challenge-TRAIN_inhibition.csv,OCNT-0493927,CYP2D6,pIC50_direct,2.132256025,
efavirenz,XPOQHMRABVBWPR-ZDUSSCGKSA-N,XPOQHMRABVBWPR,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-0493927,CYP1A2,screen_log2fc,-1.888175647,
efavirenz,XPOQHMRABVBWPR-ZDUSSCGKSA-N,XPOQHMRABVBWPR,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-0493927,CYP2C9,screen_log2fc,-1.362956846,
efavirenz,XPOQHMRABVBWPR-ZDUSSCGKSA-N,XPOQHMRABVBWPR,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-0493927,CYP2D6,screen_log2fc,-1.488439533,
efavirenz,XPOQHMRABVBWPR-ZDUSSCGKSA-N,XPOQHMRABVBWPR,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-0493927,CYP3A4,screen_log2fc,-4.284093047,
efavirenz,XPOQHMRABVBWPR-ZDUSSCGKSA-N,XPOQHMRABVBWPR,full,pxr-challenge_TRAIN.csv,OADMET-0003576,PXR,pEC50_PXR,5.18,
efavirenz,XPOQHMRABVBWPR-ZDUSSCGKSA-N,XPOQHMRABVBWPR,full,pxr-challenge_counter-assay_TRAIN.csv,OADMET-0003576,PXR,pEC50_PXR_counter,3.31,
escitalopram,WSEQXVZVJXJVFP-FQEVSTJZSA-N,WSEQXVZVJXJVFP,full,cyp-challenge-TRAIN_TDI.csv,OCNT-2328839,CYP2D6,is_TDI,1.0,
escitalopram,WSEQXVZVJXJVFP-FQEVSTJZSA-N,WSEQXVZVJXJVFP,full,cyp-challenge-TRAIN_TDI.csv,OCNT-2328839,CYP2D6,pIC50_TDI_condition,4.806429243,
escitalopram,WSEQXVZVJXJVFP-FQEVSTJZSA-N,WSEQXVZVJXJVFP,full,cyp-challenge-TRAIN_inhibition.csv,OCNT-2328839,CYP2D6,pIC50_direct,4.372751283,
escitalopram,WSEQXVZVJXJVFP-FQEVSTJZSA-N,WSEQXVZVJXJVFP,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328839,CYP1A2,screen_log2fc,0.08564391238,
escitalopram,WSEQXVZVJXJVFP-FQEVSTJZSA-N,WSEQXVZVJXJVFP,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328839,CYP2C9,screen_log2fc,-0.115062122,
escitalopram,WSEQXVZVJXJVFP-FQEVSTJZSA-N,WSEQXVZVJXJVFP,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328839,CYP2D6,screen_log2fc,-1.144144512,
escitalopram,WSEQXVZVJXJVFP-FQEVSTJZSA-N,WSEQXVZVJXJVFP,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328839,CYP3A4,screen_log2fc,-0.2229671213,
everolimus,HKVAMNSJSFKALM-DHGBBOBXSA-N,HKVAMNSJSFKALM,connectivity,pxr-challenge_TRAIN.csv,OADMET-0003581,PXR,pEC50_PXR,2.04,the published structure states less stereochemistry than the drug has
everolimus,HKVAMNSJSFKALM-DHGBBOBXSA-N,HKVAMNSJSFKALM,connectivity,pxr-challenge_counter-assay_TRAIN.csv,OADMET-0003581,PXR,pEC50_PXR_counter,3.25,the published structure states less stereochemistry than the drug has
felodipine,RZTAMFZIAATZDJ-UHFFFAOYSA-N,RZTAMFZIAATZDJ,full,cyp-challenge-TRAIN_TDI.csv,OCNT-0497994,CYP1A2,pIC50_TDI_condition,2.062700487,
felodipine,RZTAMFZIAATZDJ-UHFFFAOYSA-N,RZTAMFZIAATZDJ,full,cyp-challenge-TRAIN_TDI.csv,OCNT-0497994,CYP2D6,is_TDI,0.0,
